559,Cristina,Martinez,43
685,Jennifer,Hughes,56
342,Terrence,Trujillo,32
526,Amy,Gordon,68
633,Eric,Payne,44
279,Daniel,Smith,13
135,Marcus,Melton,65
187,Brian,Mason,19
529,Jessica,Arroyo,10
203,Kristin,Anderson,56
724,Erin,Giles,2
6,Anna,Andrews,55
215,Emily,Sexton,53
130,Chelsea,Zuniga,33
520,Jose,Gamble,42
879,Casey,Lewis,57
345,Jason,Cooke,22
103,Adam,Schmitt,75
807,Kristi,Thompson,24
632,Dana,Valdez,20
272,Anthony,Nguyen,73
361,Cynthia,Carroll,4
367,Natasha,Lee,31
933,Rebecca,Jones,79
864,Jose,Fisher,69
790,Natalie,Baker,7
899,Beth,Hill,66
488,Andrew,Edwards,45
917,Mrs.,Chelsea,30
955,Samuel,Cruz,8
958,Miranda,Valdez,11
351,Justin,Phillips,49
304,Amy,Phillips,53
955,Sherry,Mckay,29
866,Jason,Irwin,38
37,Sherry,Roberts,54
892,Sherry,Pruitt,27
136,Nicolas,Lee,54
227,Anthony,Wallace,23
213,Laura,Eaton,50
887,Aaron,Black,42
989,Julie,Chung,53
741,Mikayla,Shaw,37
112,Timothy,Day,44
92,Michael,Ramirez,32
526,Stacy,Brennan,72
314,Ashley,Davenport,73
21,Jennifer,Hopkins,2
141,Christopher,Clark,28
367,Jeffery,Mcmillan,13
956,David,Bennett,52
537,Sarah,Nichols,26
542,Jordan,Yang,80
887,David,Smith,53
239,Christine,Chambers,9
866,Amy,Maynard,78
576,Christina,Vance,13
370,Dustin,Sanchez,20
307,Betty,Johnson,3
631,Katie,Shaw,25
52,Marcus,Frank,32
939,Patrick,Santos,68
133,Shaun,Bryant,63
571,Eric,Patrick,20
271,James,Colon,58
651,Tara,Carroll,70
877,Dr.,Jeffrey,41
911,John,Hardy,74
108,Molly,Leonard,6
943,Jonathan,Myers,6
919,Albert,Dillon,40
71,Holly,Black,61
101,Joel,Brown,65
742,Robert,Barajas,12
9,Abigail,Holland,15
699,Jamie,Graham,9
830,Joshua,Hall,80
809,Felicia,Wood,31
402,Paul,Smith,11
633,Natasha,Wells,79
163,Megan,Porter,54
392,David,Flores,34
344,Debbie,Gonzalez,64
568,Kelly,Gilmore,22
80,Brandon,Rodriguez,13
514,Lauren,Vaughn,40
985,Tricia,Hernandez,15
974,Mary,Hale,16
34,Sharon,Lyons,9
833,Jason,Collier,46
709,Steve,Garcia,49
571,Dawn,Medina,37
214,Philip,Jennings,61
182,Jennifer,Perez,61
668,Raymond,Salinas,49
79,Elizabeth,White,17
388,Becky,Porter,31
671,Monica,Cooper,37
132,Stephen,Bush,6
484,Suzanne,Anderson,19
235,Raymond,Jones,26
457,Lisa,Walker,57
258,Wayne,Hill,43
80,Debra,Glover,43
645,Maria,Whitehead,6
606,Christopher,Wong,35
566,Megan,Miller,21
594,Nicole,Cohen,78
501,Anthony,Jones,78
971,Steven,Johnson,56
819,Jennifer,Roach,69
609,Kelly,Nelson,34
428,Patrick,Harris,29
64,Jane,Arroyo,55
906,Stephanie,Perez,25
761,Patricia,Cortez,22
333,Zachary,Long,13
947,Susan,Gordon,68
359,Charlotte,Trujillo,50
693,David,Miller,62
67,Melinda,Gutierrez,15
797,Robert,Osborn,22
724,Jonathan,Mcdonald,50
1000,Kathy,Moore,28
293,Katelyn,Cook,16
370,Margaret,Nash,41
63,Jessica,Martinez,14
508,Joseph,Avila,72
170,Theresa,Roberts,62
499,Erik,Park,11
677,Robert,Taylor,32
719,Aaron,Robinson,19
597,Joanne,Lowe,31
244,David,Nelson,16
294,Christine,Peterson,60
854,Nicholas,Cannon,27
320,Eric,Simon,6
197,Catherine,Joseph,54
503,Kenneth,Robinson,61
392,Amber,Ford,59
128,Jenna,Smith,24
396,Kimberly,Jones,17
753,Dorothy,Rogers,31
718,John,Robertson,67
143,Travis,Blanchard,14
892,Marvin,Hall,7
918,Jennifer,Bennett,50
690,Jeffrey,Gross,18
585,Richard,Jackson,65
316,Jamie,Calderon,50
285,Donna,Stokes,78
909,Tammy,Zavala,76
830,Mark,Wall,1
823,Michael,Douglas,29
817,Billy,Livingston,40
354,Rachel,Johnson,43
654,Andrew,Roberson,33
436,Christina,Gutierrez,35
441,Lacey,Turner,1
399,Christopher,Brock,41
473,Jasmine,Castillo,41
799,William,Leach,2
814,Vincent,Robinson,59
259,Ana,Hughes,35
79,Robert,Johnson,20
875,Mrs.,Tracey,20
644,Stephen,Contreras,63
766,Juan,Maldonado,60
471,Alisha,York,3
828,David,Roberts,54
37,Heidi,Mullen,80
41,Darren,Duran,58
331,Denise,Farmer,51
63,Robert,Cooper,71
529,Lindsey,Davis,56
602,Shawn,Owens,38
274,Marcia,Skinner,35
388,John,Taylor,65
478,Angela,Barry,17
839,Lori,Christensen,32
54,Charles,Nash,39
610,Melissa,Cortez,73
569,Joseph,Sanford,60
656,Jaime,Zimmerman,5
973,Tracey,Bishop,7
151,Eric,Rios,77
85,Pamela,Davis,50
353,Rebekah,Griffin,45
548,David,Baxter,43
1000,Bruce,Mcdonald,32
911,Robert,Snyder,23
506,Emily,Lindsey,73
498,Laura,Brown,55
653,Carol,Riley,44
551,Amanda,Collins,69
607,Kelly,Kelly,34
833,Judith,Parsons,53
219,Dylan,Wang,45
284,Tara,Orr,44
912,Todd,Cuevas,54
935,Crystal,Johnson,43
938,William,Ramirez,36
499,Ashley,Khan,51
872,Joanna,Crane,70
693,Lindsey,Powers,38
291,Becky,Rodriguez,76
902,Heather,Armstrong,61
613,Herbert,Wagner,43
946,Peter,Ross,64
238,William,Berg,70
497,John,Smith,16
359,Jay,Ramirez,78
163,Alan,Duke,21
801,Sabrina,Cross,74
84,Kimberly,Kirk,41
390,Mitchell,Floyd,35
13,Antonio,Everett,32
734,Richard,Combs,40
174,Chad,Rivas,43
930,Jennifer,Wolfe,49
541,Michele,Chan,22
921,Samuel,Singh,16
604,Stephanie,Estrada,31
909,Phillip,Horton,11
131,Wesley,Mcdonald,53
735,Julie,Sanders,42
650,Alexis,Ellis,53
155,Jason,Gonzalez,25
598,Dr.,Jonathan,54
333,Eileen,Smith,23
179,John,King,37
109,Erica,Chang,68
358,Nicholas,Baker,42
570,Kristen,Page,60
114,Nichole,Wilson,3
73,David,Gray,29
654,Kim,Bradley,79
274,James,Patel,20
354,Christy,Gonzalez,39
286,Luke,Lopez,0
222,Andrew,Phillips,51
769,Phyllis,Wagner,30
45,Alan,Duke,68
579,Brent,Lawrence,64
493,Garrett,Shelton,62
503,Jessica,Mcmahon,7
839,Jamie,Coleman,32
545,Lauren,Johnson,78
875,Joshua,Davis,77
582,James,Delacruz,58
691,Jonathan,Smith,16
488,Danielle,Martinez,58
456,Jennifer,Gray,57
588,Rhonda,Washington,49
829,Madison,Meyers,62
792,Nicholas,Fisher,57
382,April,Browning,80
457,Joshua,Thompson,69
770,Gregory,Middleton,37
380,Gerald,Barnes,48
611,David,Gray,72
773,Aaron,Hensley,34
874,Gwendolyn,Cline,28
104,Alexander,Brown,44
861,Adam,Dixon,14
81,Tommy,Aguirre,9
519,Sharon,Andrews,32
706,Richard,Pittman,32
736,Allison,Durham,48
200,Andrea,Meyers,71
406,Charles,Wilson,8
729,Kara,Smith,33
556,Harry,Hartman,52
138,Ann,Hill,34
916,Richard,Sparks,79
661,Tyler,Velasquez,11
322,Spencer,Gray,61
907,Maria,Davis,26
832,Seth,Villarreal,44
599,Luis,Thomas,30
158,Lindsey,Weaver,24
209,Selena,Miller,30
651,Mark,Villarreal,3
808,Ashley,Butler,61
831,Rachel,Pineda,77
606,Andrew,Fernandez,66
41,Tommy,Solis,43
744,Victoria,Davis,75
722,Richard,Patel,37
123,Mallory,Ross,12
539,Richard,Holt,33
799,Jaime,Montes,67
107,Steven,Harrison,30
809,Edward,Brown,0
463,William,Richard,31
480,Jonathan,Scott,72
537,Ryan,Gomez,19
443,Victor,Martinez,3
977,Rebecca,Webb,56
540,Zachary,Molina,30
22,Cassidy,Trevino,50
938,James,Wilson,53
581,Richard,James,2
702,Rachel,Erickson,68
618,Lisa,Carrillo,25
975,Ian,Pierce,1
506,Brian,James,6
497,Erin,Sutton,62
751,Jason,Day,11
823,Robert,Anderson,48
850,Savannah,Alvarez,48
320,Andrea,King,75
787,Donald,Steele,79
959,Alyssa,Munoz,49
484,Brian,Compton,48
62,Sarah,Brown,24
816,James,Bowman,68
727,Dr.,Jerome,3
67,Christopher,Porter,34
359,Stephanie,Smith,36
928,Wayne,Palmer,15
841,Kathleen,Ingram,76
193,Gabrielle,Dean,72
260,Cheryl,Bishop,54
964,Thomas,Rodriguez,16
708,Kara,Parker,53
108,Daniel,Williams,74
471,Karen,Wright,11
855,Kevin,Henry,50
111,Melissa,West,71
656,Laura,Johnson,57
487,John,Fox,46
337,Karen,Vazquez,23
979,Michael,Parker,22
15,Rachel,Martinez,42
740,Teresa,Sutton,65
65,Todd,Moore,74
819,Heather,Delgado,44
139,Matthew,Garner,8
722,Dr.,Joshua,59
6,Andrea,Daniels,65
496,Yolanda,Brewer,57
336,Kathleen,Miller,73
307,Kristine,Anderson,13
493,Stanley,Ingram,29
362,Donald,Mcknight,30
754,Frances,Mcdonald,74
638,Debbie,Taylor,30
9,Katie,Martinez,79
830,Justin,Lewis,75
389,Amy,Mason,35
486,Kenneth,Bridges,66
824,Gregory,Harper,19
63,Lisa,Campbell,64
104,Willie,King,44
662,Charles,Newton,22
109,Taylor,Hall,14
54,Edward,Smith,79
727,Eric,Jacobson,46
573,Julie,Hamilton,19
314,Arthur,Kim,36
335,David,Jackson,32
76,Alexis,Johnson,9
585,Joseph,Meadows,52
331,Mark,Lewis,76
344,Shawn,Burke,29
862,Francis,Lutz,41
910,John,Davidson,17
257,Jeffrey,Kelley,58
498,Melissa,Burgess,59
202,Louis,Garcia,14
40,John,Young,66
494,Catherine,Mcguire,66
875,Cory,Robertson,23
809,Scott,Stewart,41
645,Michele,Garcia,24
678,Kayla,Alvarez,2
53,Melinda,Campbell,41
560,Tami,Kim,36
673,Anthony,Ray,72
154,Jennifer,Lane,21
296,Michelle,Bell,38
801,Sandra,Hopkins,24
25,James,Garza,76
329,Jessica,Gibson,80
895,Bonnie,Perez,4
344,James,Cox,78
659,Katie,Zimmerman,12
487,Ryan,Cuevas,2
636,Larry,Herman,73
487,Jeremy,Larson,1
754,Tina,Johnson,26
690,John,Ayala,80
479,Amanda,Hicks,78
746,Charles,Mccarthy,21
828,Dr.,Charles,50
481,Mark,Wilson,35
259,Ashley,Hernandez,36
241,Catherine,Gonzalez,64
109,Teresa,Jacobs,29
855,Tyler,Delacruz,69
199,John,Adams,14
792,Jason,Mccormick,52
188,Joseph,Walker,78
832,Bryan,Morgan,65
33,Charles,Williams,71
963,Martin,Lewis,51
732,Rachel,Riley,66
848,Dustin,Knight,21
252,Elizabeth,Alvarez,34
558,Jonathan,Thomas,20
261,Julie,Williams,47
126,Kayla,Sloan,20
499,Brian,Ingram,79
137,Alexander,Camacho,4
286,Carolyn,Martin,50
361,Brian,Martin,20
651,Tammy,Hodges,55
116,John,Morton,66
357,Allison,Booker,10
584,Dr.,Linda,68
104,Kimberly,Oconnor,73
701,Ryan,Jones,26
320,Christina,Smith,80
511,Edward,Branch,75
332,James,Gordon,25
212,Susan,Mccormick,76
374,Catherine,Swanson,7
728,Mrs.,Karen,74
860,James,Hammond,8
532,Christine,Vance,18
772,Kristy,Collins,39
718,Kathleen,Hill,65
121,Kristin,Bray,1
299,Rachel,Fowler,54
423,Joshua,Madden,0
334,John,Douglas,20
910,Brittany,Scott,46
990,Keith,Mcguire,17
872,Jason,Roberts,51
469,James,Ho,66
448,Kerri,Saunders,35
714,Troy,Alvarado,11
431,Daniel,Nicholson,28
134,Anna,Garcia,20
667,Jeremy,Savage,26
518,Terri,Lowe,73
370,Matthew,Sullivan,56
307,Dr.,Tyler,3
36,Anthony,Simmons,57
698,Christopher,Barber,33
879,Kimberly,Herrera,22
793,Carol,Villa,11
886,Steven,Flores,33
757,Jason,Wilson,65
864,Shane,Johnson,11
85,Kathy,Foster,66
536,David,Allen,62
725,Paige,Mendez,22
947,Robert,Stokes,50
601,Melvin,Harris,53
28,Dennis,Hill,40
93,Stephanie,Anderson,42
164,Allison,Williams,69
351,Theresa,Roberts,37
943,Laura,Bautista,79
673,David,Thomas,67
165,Jonathan,Sandoval,14
605,Dylan,Moss,8
579,Nicholas,Watson,69
197,Larry,Powell,20
2,Edward,Townsend,38
957,Mary,Kelly,7
575,Debra,Savage,19
537,Michael,Hanson,55
64,Jeffrey,Mann,40
189,Jasmine,Richardson,22
635,Michael,Cochran,8
612,Don,Barnes,17
624,Jordan,Jackson,58
409,Joseph,Hill,60
931,Kristen,Moore,42
819,Jaclyn,Reed,50
270,Rebecca,Harrison,18
949,Leslie,King,55
883,Jermaine,Brown,18
489,Lisa,Garcia,70
737,Danielle,Taylor,64
779,Andres,Jones,35
78,Nicholas,Byrd,17
290,Ashley,Spencer,46
611,Nicole,Bryant,7
335,Charles,Morgan,2
574,Katie,Contreras,46
579,Matthew,Leach,78
783,Tyler,Ballard,19
815,Andrea,Kelley,28
566,Randy,Hardy,23
636,Molly,Bradford,3
618,Bryan,Graham,40
765,Nathaniel,Palmer,49
688,Virginia,Beltran,77
908,Jacqueline,Boyer,31
443,Daniel,Clark,9
506,Lisa,Mora,77
266,Michael,Smith,78
978,Matthew,Chase,55
985,Stephanie,Mcintyre,80
226,Brittney,Nolan,58
421,Sandra,Collins,16
511,Monique,Martinez,29
149,Amy,Gonzalez,1
966,Jose,Wiley,74
105,Lisa,Hubbard,62
750,Shawn,Houston,38
399,Tony,Pollard,44
444,Brian,Barrett,72
733,Brenda,Brown,33
579,Bryan,Blankenship,18
431,Samantha,Black,9
208,Mary,Chambers,22
878,Jennifer,Willis,49
312,Garrett,Shepherd,55
194,Charles,Martin,65
213,Carla,Cox,56
156,Craig,Thomas,33
399,Joe,Jimenez,60
630,Shaun,Jackson,62
942,Shannon,Johnson,28
234,Mark,Carpenter,14
98,Casey,Castro,7
532,Taylor,Lowery,15
19,Raven,Gonzalez,4
121,Jeffrey,Thomas,15
431,Brittany,Valentine,32
134,Laura,Mccullough,26
567,James,Alexander,49
130,Mikayla,Lara,18
927,Linda,Jones,79
668,Troy,Berger,16
937,Janice,Lewis,41
254,Kathleen,Cohen,40
995,Angela,Carroll,71
838,Pamela,Cortez,46
82,Jennifer,Hayes,26
142,Margaret,Medina,77
701,Ashley,Diaz,50
931,Paul,Moore,67
628,Shannon,Serrano,57
429,Jennifer,Mitchell,50
333,Cheryl,Clarke,24
566,Ryan,Le,7
224,William,Mendoza,50
94,Christian,Collier,75
978,Patrick,Holmes,71
388,Tanya,Roberts,29
4,Shirley,Simmons,53
518,Tracey,Nash,40
309,Austin,Wells,33
350,Chase,Krueger,43
159,Matthew,Castro,28
807,James,Ward,66
311,Jennifer,Madden,7
714,Kenneth,Mccarthy,65
50,Angel,Hunter,30
648,Robert,Butler,20
294,Christy,Griffin,17
963,Carrie,Stout,10
436,Cameron,Wilson,60
117,Maria,Alexander,30
690,Daniel,Key,2
637,Eric,Owens,15
949,Brittany,Smith,27
11,Brooke,Welch,77
293,Gregg,Davis,79
507,Jonathan,Cameron,18
671,William,Edwards,78
614,Jessica,Mullins,17
222,Blake,Henry,55
638,Kristin,King,73
696,Tanya,Turner,18
977,Wendy,Chan,38
323,Jordan,Graham,2
814,James,Baker,37
94,Hannah,Farrell,4
310,Stephanie,Henderson,77
420,Erik,Vazquez,55
33,Alicia,Medina,26
359,Zachary,Hamilton,68
40,Blake,Shepard,0
301,Nicole,Johnson,72
982,Tommy,Drake,72
582,Mark,Henry,6
6,Jenna,Simpson,37
339,Lori,James,64
431,Maria,Walters,36
990,Robert,Myers,9
974,Mrs.,Amber,0
441,Christopher,Peterson,71
887,Kevin,Key,66
194,Garrett,Martinez,41
898,Kristina,Cross,4
844,Wanda,Raymond,45
470,Christine,Clark,75
394,Kenneth,Kane,42
892,Mindy,Jones,40
239,Scott,Jones,15
481,Barbara,Moore,19
890,Ashley,Davis,16
513,Karen,Kim,41
772,Molly,Ross,13
693,Caitlin,Jacobson,34
548,Jonathan,Gordon,4
689,Kenneth,Myers,41
365,Dominique,Thompson,59
590,Larry,Roach,67
352,Ashley,Duke,38
771,Joseph,Harris,12
308,Megan,Daniels,69
403,Anthony,Mckinney,17
153,Brenda,Cherry,13
205,Julie,Wells,10
530,John,Brown,18
684,Caleb,Hartman,50
59,Marcus,Garcia,32
103,Brent,Allen,55
866,Kevin,Hernandez,6
979,John,Wood,0
54,Douglas,Kramer,19
41,James,Wheeler,19
303,Bruce,Baker,45
185,Samantha,Nelson,21
902,David,Rodriguez,72
411,Melinda,Hudson,14
788,Gregory,Nichols,4
238,Andrea,Nelson,6
93,Dylan,Watts,73
805,Angela,Wright,30
880,George,Ochoa,74
45,Sylvia,Morris,79
40,Rachel,Ward,30
242,Heidi,Miles,72
283,Dr.,Joseph,18
754,Caleb,Myers,23
188,Kristin,Richardson,0
819,Elizabeth,Mitchell,50
291,Ebony,Greene,64
290,Kathryn,Gonzalez,10
877,Stephen,Cook,70
343,Anna,Gonzales,30
458,James,White,0
904,Mark,Washington,77
537,Adrienne,Dyer,72
634,Kyle,Durham,27
6,Lisa,Moore,19
844,Justin,Schwartz,42
7,Suzanne,Robertson,52
828,Jeffrey,Marsh,10
912,Anthony,Rivera,75
921,Yvette,Short,26
787,Melanie,Thompson,55
737,Norman,Waller,66
553,Lauren,Carson,7
329,Julia,Murray,0
168,Rachael,Hudson,28
496,Cynthia,Lane,39
396,Steven,Nguyen,52
5,Erin,Ramirez,25
948,Jennifer,Perez,16
22,William,Floyd,62
269,Melissa,Jackson,0
315,Jonathan,Mcguire,77
920,Nathan,Zamora,52
740,Bruce,Friedman,3
776,Kelly,Santiago,37
52,Jennifer,Harris,27
204,Paul,Arnold,65
73,Erin,Clark,76
60,Bobby,Floyd,64
962,Jennifer,Rhodes,7
274,Michael,Yang,42
948,Melissa,Powell,30
622,Samuel,Carr,53
6,Joshua,Rivera,27
164,Michelle,Ramos,16
896,Jennifer,Schmidt,29
557,Christopher,Spencer,57
136,Michael,Espinoza,5
868,Miguel,Ford,49
642,Deborah,Haney,2
193,Michael,Odom,46
413,Laura,Cooper,51
130,Eric,Baird,57
851,Christopher,Walsh,78
213,Samuel,Montgomery,32
80,Mark,Roberts,56
584,Heidi,Obrien,23
49,Samantha,Ruiz,34
601,Marvin,Smith,64
108,Patricia,Chandler,61
480,Edwin,Lewis,54
831,Kelly,Kelly,59
411,Kelly,Martin,23
361,Denise,Gomez,53
888,Jennifer,Estrada,56
624,Jeffrey,Garza,22
259,Mark,Hahn,78
699,Joseph,Bray,80
986,Gabriel,Martinez,36
299,Kevin,Reid,78
724,Glenda,Robertson,10
686,Randy,Wood,45
79,Caitlin,Lewis,41
785,Christopher,Bryant,33
632,John,Ochoa,42
287,Mark,Rivas,69
290,Daniel,Long,59
13,Cody,Myers,80
672,Rebecca,King,55
548,Samantha,Hernandez,37
515,Anthony,Price,56
150,Holly,Smith,34
885,Jeffrey,Conway,3
204,Dana,Gill,17
269,Jacob,Lynn,1
643,Carlos,Beard,20
268,Michelle,Thompson,36
65,Debra,Hudson,34
631,Joseph,Yates,9
131,April,Miranda,16
909,Barry,Lewis,52
799,Keith,Schmidt,65
75,Hector,Adams,7
512,Jason,Harris,14
329,Isaac,Horn,27
917,David,Ramsey,59
202,Shaun,Burke,9
854,Elijah,Herman,48
35,Nicole,Thompson,16
923,Stacey,James,38
363,Gary,Shaw,80
380,David,Hendrix,69
576,David,Mccullough,74
569,Nicholas,Johnson,50
217,Travis,Cervantes,23
487,Mark,Avila,76
327,Robert,Atkinson,12
273,Teresa,Molina,45
494,Michael,Rivera,72
826,Lisa,Bird,0
418,Daniel,Williams,28
286,Catherine,Smith,9
564,Elizabeth,Brown,3
349,James,Wagner,16
626,Lisa,Harris,66
863,Albert,Wilson,68
113,Beth,Acosta,58
264,Gregory,Lewis,52
775,Whitney,Taylor,9
476,Ricardo,Hood,47
170,Melissa,Cross,71
299,April,Davis,68
254,Todd,Phillips,56
411,Jimmy,Brewer,9
35,Mr.,Jeffrey,29
478,Victoria,Torres,44
806,David,Kane,50
160,Michael,Ray,6
932,Nicole,Zimmerman,47
864,Brian,Walton,59
444,Nicole,Garner,19
86,Sara,Smith,66
830,Lauren,Fleming,41
404,Yvonne,Graham,65
472,Nancy,Bennett,18
879,Michael,Cervantes,9
643,Shane,Ellis,13
574,Nicholas,King,23
587,Peter,Jimenez,75
320,Phillip,Hill,74
811,Joshua,Richard,24
755,Kimberly,Johnson,27
566,Glen,Harrell,12
957,Barbara,Miller,32
783,Jessica,Fisher,47
637,Susan,Bauer,70
113,Mario,Arias,73
56,Laura,Lopez,71
725,Jacob,Vasquez,71
718,Michael,Montgomery,56
280,Christian,Wilson,36
538,Michael,Hill,41
2,Amy,Baker,80
695,Miss,Susan,26
588,Megan,Blanchard,45
831,Jamie,Benson,73
462,Kathleen,Horton,13
904,Joan,Martinez,37
115,Kimberly,Cooper,23
57,Jeffrey,Williams,63
470,Amy,Ellis,12
102,Carolyn,Salazar,65
121,Michael,Rodriguez,1
815,Corey,Williams,7
437,Amanda,Peters,47
102,Andrea,House,73
8,Charles,Hudson,27
322,Andres,Lopez,21
952,Candice,Silva,58
616,Michelle,Robinson,78
513,Jennifer,Jackson,26
998,Jason,Barber,39
72,Elizabeth,Ingram,29
945,Christina,Robertson,73
222,Jessica,Sharp,4
268,Victoria,Ramirez,64
28,Patrick,Hurley,39
230,Erika,Stewart,40
151,William,Ford,34
638,William,Pacheco,12
951,Lisa,Phillips,14
888,Shannon,Franklin,78
150,Alexis,Thompson,8
884,Robert,Kelley,72
64,Darrell,Robles,67
843,James,Hernandez,50
780,Rebecca,Joyce,47
843,Joshua,Frost,14
560,Ryan,Evans,51
936,William,Kelley,74
735,Rebecca,Nguyen,77
832,Patricia,Little,20
385,Tyler,Matthews,6
78,Tracy,Velazquez,54
899,Holly,Meyer,70
434,Justin,Morgan,39
90,Amber,Valdez,35
674,Terrance,Bullock,76
681,Julie,Garcia,46
98,Richard,Marshall,55
501,Joe,Hutchinson,16
631,Janet,Krause,61
390,Victor,Bishop,12
348,Courtney,King,6
